"FileName","SizeBytes","Algorithm","Hash","VerifiedAt"
"medwell_phase0_backup_20260806_145743.7z","23936","SHA256","251CDEEB2C73D550856A1680B4F9CB1B157A9EAFCEE6AF15565D9B863ABD5F5D","2026-08-06 15:07:58"
